link_stats_id, link_id, timestamp, PacketsReceived, PacketsSent, BytesReceived, BytesSent, PacketsRxDropped, PacketsTxDropped, PacketsRxErrors, PacketsTxErrors
of:0000000000000018_3_2024-08-05 14:12:43,of:0000000000000018_3,2024-08-05 14:12:43,1415424.0,2301048.0,134281124.0,258100360.0,0.0,0.0,0.0,0.0
of:0000000000000019_1_2024-08-05 14:12:43,of:0000000000000019_1,2024-08-05 14:12:43,3729107.0,3726954.0,409119688.0,409899470.0,0.0,0.0,0.0,0.0
of:0000000000000019_2_2024-08-05 14:12:43,of:0000000000000019_2,2024-08-05 14:12:43,1427775.0,2301550.0,151881311.0,258145224.0,0.0,0.0,0.0,0.0
of:0000000000000019_3_2024-08-05 14:12:43,of:0000000000000019_3,2024-08-05 14:12:43,1415710.0,2313177.0,134300841.0,275675482.0,0.0,0.0,0.0,0.0
of:0000000000000016_1_2024-08-05 14:12:43,of:0000000000000016_1,2024-08-05 14:12:43,3717210.0,3715114.0,391566982.0,392350924.0,0.0,0.0,0.0,0.0
of:0000000000000016_2_2024-08-05 14:12:43,of:0000000000000016_2,2024-08-05 14:12:43,1416084.0,2302170.0,134342808.0,258194664.0,0.0,0.0,0.0,0.0
of:0000000000000016_3_2024-08-05 14:12:43,of:0000000000000016_3,2024-08-05 14:12:43,1415508.0,2301642.0,134286556.0,258140652.0,0.0,0.0,0.0,0.0
of:0000000000000017_1_2024-08-05 14:12:43,of:0000000000000017_1,2024-08-05 14:12:43,3717629.0,3715535.0,391582760.0,392368970.0,0.0,0.0,0.0,0.0
of:0000000000000017_2_2024-08-05 14:12:43,of:0000000000000017_2,2024-08-05 14:12:43,1416357.0,2302445.0,134354918.0,258204786.0,0.0,0.0,0.0,0.0
of:0000000000000017_3_2024-08-05 14:12:43,of:0000000000000017_3,2024-08-05 14:12:43,1415654.0,2301785.0,134292352.0,258146238.0,0.0,0.0,0.0,0.0
of:000000000000001a_1_2024-08-05 14:12:43,of:000000000000001a_1,2024-08-05 14:12:43,3716356.0,3714247.0,391512440.0,392294210.0,0.0,0.0,0.0,0.0
of:000000000000001a_2_2024-08-05 14:12:43,of:000000000000001a_2,2024-08-05 14:12:43,1415485.0,2301600.0,134299198.0,258154484.0,0.0,0.0,0.0,0.0
of:000000000000001a_3_2024-08-05 14:12:43,of:000000000000001a_3,2024-08-05 14:12:43,1415239.0,2301397.0,134273578.0,258130026.0,0.0,0.0,0.0,0.0
of:000000000000001d_1_2024-08-05 14:12:43,of:000000000000001d_1,2024-08-05 14:12:43,3716655.0,3714516.0,391523262.0,392304696.0,0.0,0.0,0.0,0.0
of:000000000000001d_2_2024-08-05 14:12:43,of:000000000000001d_2,2024-08-05 14:12:43,1415493.0,2301642.0,134299618.0,258155296.0,0.0,0.0,0.0,0.0
of:000000000000001d_3_2024-08-05 14:12:43,of:000000000000001d_3,2024-08-05 14:12:43,1415501.0,2301657.0,134283518.0,258140470.0,0.0,0.0,0.0,0.0
of:000000000000001e_1_2024-08-05 14:12:43,of:000000000000001e_1,2024-08-05 14:12:43,3728141.0,3726931.0,409078424.0,411210408.0,0.0,0.0,0.0,0.0
of:000000000000001e_2_2024-08-05 14:12:43,of:000000000000001e_2,2024-08-05 14:12:43,1427914.0,2301308.0,153197924.0,258149022.0,0.0,0.0,0.0,0.0
of:000000000000001e_3_2024-08-05 14:12:43,of:000000000000001e_3,2024-08-05 14:12:43,1415494.0,2313477.0,134290854.0,275701768.0,0.0,0.0,0.0,0.0
of:000000000000001b_1_2024-08-05 14:12:43,of:000000000000001b_1,2024-08-05 14:12:43,3716365.0,3714257.0,391511978.0,392292978.0,0.0,0.0,0.0,0.0
of:000000000000001b_2_2024-08-05 14:12:43,of:000000000000001b_2,2024-08-05 14:12:43,1415439.0,2301551.0,134296790.0,258151866.0,0.0,0.0,0.0,0.0
of:000000000000001b_3_2024-08-05 14:12:43,of:000000000000001b_3,2024-08-05 14:12:43,1415293.0,2301453.0,134274558.0,258131986.0,0.0,0.0,0.0,0.0
of:000000000000001c_1_2024-08-05 14:12:43,of:000000000000001c_1,2024-08-05 14:12:43,3716359.0,3714243.0,391510970.0,392292306.0,0.0,0.0,0.0,0.0
of:000000000000001c_2_2024-08-05 14:12:43,of:000000000000001c_2,2024-08-05 14:12:43,1415306.0,2301425.0,134290756.0,258146294.0,0.0,0.0,0.0,0.0
of:000000000000001c_3_2024-08-05 14:12:43,of:000000000000001c_3,2024-08-05 14:12:43,1415409.0,2301576.0,134279682.0,258137152.0,0.0,0.0,0.0,0.0
of:000000000000001f_1_2024-08-05 14:12:43,of:000000000000001f_1,2024-08-05 14:12:43,3715552.0,3713886.0,391460962.0,392274568.0,0.0,0.0,0.0,0.0
of:000000000000001f_2_2024-08-05 14:12:43,of:000000000000001f_2,2024-08-05 14:12:43,1415393.0,2301082.0,134293542.0,258117748.0,0.0,0.0,0.0,0.0
of:000000000000001f_3_2024-08-05 14:12:43,of:000000000000001f_3,2024-08-05 14:12:43,1414976.0,2300700.0,134259816.0,258086612.0,0.0,0.0,0.0,0.0
of:0000000000000021_1_2024-08-05 14:12:43,of:0000000000000021_1,2024-08-05 14:12:43,3715981.0,3714291.0,391478924.0,392292026.0,0.0,0.0,0.0,0.0
of:0000000000000021_2_2024-08-05 14:12:43,of:0000000000000021_2,2024-08-05 14:12:43,1415363.0,2301079.0,134292562.0,258118266.0,0.0,0.0,0.0,0.0
of:0000000000000021_3_2024-08-05 14:12:43,of:0000000000000021_3,2024-08-05 14:12:43,1415403.0,2301125.0,134277750.0,258105022.0,0.0,0.0,0.0,0.0
of:0000000000000022_1_2024-08-05 14:12:43,of:0000000000000022_1,2024-08-05 14:12:43,3715305.0,3713648.0,391448208.0,392263116.0,0.0,0.0,0.0,0.0
of:0000000000000022_2_2024-08-05 14:12:43,of:0000000000000022_2,2024-08-05 14:12:43,1415276.0,2300959.0,134287732.0,258111434.0,0.0,0.0,0.0,0.0
of:0000000000000022_3_2024-08-05 14:12:43,of:0000000000000022_3,2024-08-05 14:12:43,1414847.0,2300574.0,134253614.0,258080312.0,0.0,0.0,0.0,0.0
of:0000000000000020_1_2024-08-05 14:12:43,of:0000000000000020_1,2024-08-05 14:12:43,3715401.0,3713729.0,391454564.0,392267442.0,0.0,0.0,0.0,0.0
of:0000000000000020_2_2024-08-05 14:12:43,of:0000000000000020_2,2024-08-05 14:12:43,1415064.0,2300769.0,134279388.0,258104462.0,0.0,0.0,0.0,0.0
of:0000000000000020_3_2024-08-05 14:12:43,of:0000000000000020_3,2024-08-05 14:12:43,1415143.0,2300865.0,134266494.0,258093626.0,0.0,0.0,0.0,0.0
of:0000000000000025_1_2024-08-05 14:12:43,of:0000000000000025_1,2024-08-05 14:12:43,3715486.0,3713523.0,391462262.0,392256550.0,0.0,0.0,0.0,0.0
of:0000000000000025_2_2024-08-05 14:12:43,of:0000000000000025_2,2024-08-05 14:12:43,1415356.0,2301318.0,134290644.0,258132896.0,0.0,0.0,0.0,0.0
of:0000000000000025_3_2024-08-05 14:12:43,of:0000000000000025_3,2024-08-05 14:12:43,1414645.0,2300629.0,134244346.0,258088278.0,0.0,0.0,0.0,0.0
of:0000000000000003_1_2024-08-05 14:12:43,of:0000000000000003_1,2024-08-05 14:12:43,40545637.0,40526225.0,3948226005.0,3919863085.0,0.0,0.0,0.0,0.0
of:0000000000000003_2_2024-08-05 14:12:43,of:0000000000000003_2,2024-08-05 14:12:43,33356432.0,33358205.0,3224774232.0,3226165226.0,0.0,0.0,0.0,0.0
of:0000000000000003_3_2024-08-05 14:12:43,of:0000000000000003_3,2024-08-05 14:12:43,27693373.0,27712729.0,2689999913.0,2717037781.0,0.0,0.0,0.0,0.0
of:0000000000000003_4_2024-08-05 14:12:43,of:0000000000000003_4,2024-08-05 14:12:43,3713882.0,3715550.0,392274092.0,391460766.0,0.0,0.0,0.0,0.0
of:0000000000000003_5_2024-08-05 14:12:43,of:0000000000000003_5,2024-08-05 14:12:43,3713726.0,3715400.0,392267064.0,391454466.0,0.0,0.0,0.0,0.0
of:0000000000000003_6_2024-08-05 14:12:43,of:0000000000000003_6,2024-08-05 14:12:43,3714288.0,3715980.0,392291648.0,391478826.0,0.0,0.0,0.0,0.0
of:0000000000000003_7_2024-08-05 14:12:43,of:0000000000000003_7,2024-08-05 14:12:43,3713648.0,3715305.0,392263116.0,391448208.0,0.0,0.0,0.0,0.0
of:0000000000000003_8_2024-08-05 14:12:43,of:0000000000000003_8,2024-08-05 14:12:43,3714499.0,3716172.0,392300258.0,391484986.0,0.0,0.0,0.0,0.0
of:0000000000000026_1_2024-08-05 14:12:43,of:0000000000000026_1,2024-08-05 14:12:43,3715587.0,3713648.0,391466786.0,392259840.0,0.0,0.0,0.0,0.0
of:0000000000000026_2_2024-08-05 14:12:43,of:0000000000000026_2,2024-08-05 14:12:43,1415077.0,2301030.0,134278002.0,258120296.0,0.0,0.0,0.0,0.0
of:0000000000000026_3_2024-08-05 14:12:43,of:0000000000000026_3,2024-08-05 14:12:43,1415050.0,2301020.0,134260488.0,258105400.0,0.0,0.0,0.0,0.0
of:0000000000000004_1_2024-08-05 14:12:43,of:0000000000000004_1,2024-08-05 14:12:43,33358212.0,33356441.0,3226165856.0,3224775140.0,0.0,0.0,0.0,0.0
of:0000000000000004_2_2024-08-05 14:12:43,of:0000000000000004_2,2024-08-05 14:12:43,17874975.0,17890376.0,1751551963.0,1771887702.0,0.0,0.0,0.0,0.0
of:0000000000000004_3_2024-08-05 14:12:43,of:0000000000000004_3,2024-08-05 14:12:43,3714009.0,3715970.0,392277158.0,391483514.0,0.0,0.0,0.0,0.0
of:0000000000000004_4_2024-08-05 14:12:43,of:0000000000000004_4,2024-08-05 14:12:43,3713523.0,3715486.0,392256550.0,391462262.0,0.0,0.0,0.0,0.0
of:0000000000000004_5_2024-08-05 14:12:43,of:0000000000000004_5,2024-08-05 14:12:43,3713648.0,3715589.0,392259840.0,391467064.0,0.0,0.0,0.0,0.0
of:0000000000000004_6_2024-08-05 14:12:43,of:0000000000000004_6,2024-08-05 14:12:43,3726815.0,3716012.0,411189732.0,391492573.0,0.0,0.0,0.0,0.0
of:0000000000000004_7_2024-08-05 14:12:43,of:0000000000000004_7,2024-08-05 14:12:43,7878172.0,7880070.0,791568568.0,790771074.0,0.0,0.0,0.0,0.0
of:0000000000000001_1_2024-08-05 14:12:43,of:0000000000000001_1,2024-08-05 14:12:43,30610460.0,30609453.0,2959883327.0,2959836113.0,0.0,0.0,0.0,0.0
of:0000000000000001_2_2024-08-05 14:12:43,of:0000000000000001_2,2024-08-05 14:12:43,16457197.0,16458953.0,1617123472.0,1617206232.0,0.0,0.0,0.0,0.0
of:0000000000000001_3_2024-08-05 14:12:43,of:0000000000000001_3,2024-08-05 14:12:43,3715485.0,3717580.0,392367682.0,391583502.0,0.0,0.0,0.0,0.0
of:0000000000000001_4_2024-08-05 14:12:43,of:0000000000000001_4,2024-08-05 14:12:43,3715114.0,3717210.0,392350924.0,391566982.0,0.0,0.0,0.0,0.0
of:0000000000000001_5_2024-08-05 14:12:43,of:0000000000000001_5,2024-08-05 14:12:43,3715535.0,3717629.0,392368970.0,391582760.0,0.0,0.0,0.0,0.0
of:0000000000000001_6_2024-08-05 14:12:43,of:0000000000000001_6,2024-08-05 14:12:43,3714790.0,3716930.0,392316680.0,391535426.0,0.0,0.0,0.0,0.0
of:0000000000000001_7_2024-08-05 14:12:43,of:0000000000000001_7,2024-08-05 14:12:43,3726965.0,3729120.0,409900520.0,409121014.0,0.0,0.0,0.0,0.0
of:0000000000000023_1_2024-08-05 14:12:43,of:0000000000000023_1,2024-08-05 14:12:43,3716173.0,3714502.0,391485084.0,392300636.0,0.0,0.0,0.0,0.0
of:0000000000000023_2_2024-08-05 14:12:43,of:0000000000000023_2,2024-08-05 14:12:43,1415648.0,2301352.0,134303888.0,258128836.0,0.0,0.0,0.0,0.0
of:0000000000000023_3_2024-08-05 14:12:43,of:0000000000000023_3,2024-08-05 14:12:43,1415329.0,2301055.0,134274978.0,258102026.0,0.0,0.0,0.0,0.0
of:0000000000000024_1_2024-08-05 14:12:43,of:0000000000000024_1,2024-08-05 14:12:43,3715968.0,3714009.0,391483236.0,392277158.0,0.0,0.0,0.0,0.0
of:0000000000000024_2_2024-08-05 14:12:43,of:0000000000000024_2,2024-08-05 14:12:43,1415547.0,2301503.0,134298750.0,258141226.0,0.0,0.0,0.0,0.0
of:0000000000000024_3_2024-08-05 14:12:43,of:0000000000000024_3,2024-08-05 14:12:43,1414936.0,2300928.0,134256624.0,258101256.0,0.0,0.0,0.0,0.0
of:0000000000000002_1_2024-08-05 14:12:43,of:0000000000000002_1,2024-08-05 14:12:43,30609471.0,30610480.0,2959837877.0,2959885369.0,0.0,0.0,0.0,0.0
of:0000000000000002_2_2024-08-05 14:12:43,of:0000000000000002_2,2024-08-05 14:12:43,40526252.0,40545666.0,3919865731.0,3948228929.0,0.0,0.0,0.0,0.0
of:0000000000000002_3_2024-08-05 14:12:43,of:0000000000000002_3,2024-08-05 14:12:43,13661882.0,13645556.0,1395968566.0,1369060308.0,0.0,0.0,0.0,0.0
of:0000000000000002_4_2024-08-05 14:12:43,of:0000000000000002_4,2024-08-05 14:12:43,3714250.0,3716359.0,392294588.0,391512816.0,0.0,0.0,0.0,0.0
of:0000000000000002_5_2024-08-05 14:12:43,of:0000000000000002_5,2024-08-05 14:12:43,3714259.0,3716369.0,392293174.0,391512452.0,0.0,0.0,0.0,0.0
of:0000000000000002_6_2024-08-05 14:12:43,of:0000000000000002_6,2024-08-05 14:12:43,3714244.0,3716362.0,392292404.0,391511346.0,0.0,0.0,0.0,0.0
of:0000000000000002_7_2024-08-05 14:12:43,of:0000000000000002_7,2024-08-05 14:12:43,3714517.0,3716658.0,392304794.0,391523638.0,0.0,0.0,0.0,0.0
of:0000000000000002_8_2024-08-05 14:12:43,of:0000000000000002_8,2024-08-05 14:12:43,3726933.0,3728143.0,411210604.0,409078620.0,0.0,0.0,0.0,0.0
of:0000000000000007_1_2024-08-05 14:12:43,of:0000000000000007_1,2024-08-05 14:12:43,27712729.0,27693373.0,2717037781.0,2689999913.0,0.0,0.0,0.0,0.0
of:0000000000000007_2_2024-08-05 14:12:43,of:0000000000000007_2,2024-08-05 14:12:43,9386707.0,9406731.0,949496979.0,975699509.0,0.0,0.0,0.0,0.0
of:0000000000000007_3_2024-08-05 14:12:43,of:0000000000000007_3,2024-08-05 14:12:43,10705853.0,10707758.0,1059925790.0,1059126462.0,0.0,0.0,0.0,0.0
of:0000000000000007_4_2024-08-05 14:12:43,of:0000000000000007_4,2024-08-05 14:12:43,9369583.0,9371470.0,929023718.0,928226462.0,0.0,0.0,0.0,0.0
of:0000000000000008_1_2024-08-05 14:12:43,of:0000000000000008_1,2024-08-05 14:12:43,17890377.0,17874976.0,1771887800.0,1751552061.0,0.0,0.0,0.0,0.0
of:0000000000000008_2_2024-08-05 14:12:43,of:0000000000000008_2,2024-08-05 14:12:43,2299294.0,2314090.0,258032503.0,276148100.0,0.0,0.0,0.0,0.0
of:0000000000000008_3_2024-08-05 14:12:43,of:0000000000000008_3,2024-08-05 14:12:43,9387408.0,9377500.0,946991506.0,928643060.0,0.0,0.0,0.0,0.0
of:0000000000000008_4_2024-08-05 14:12:43,of:0000000000000008_4,2024-08-05 14:12:43,7957002.0,7971748.0,794972134.0,813084526.0,0.0,0.0,0.0,0.0
of:0000000000000005_1_2024-08-05 14:12:43,of:0000000000000005_1,2024-08-05 14:12:43,16458951.0,16457195.0,1617206036.0,1617123276.0,0.0,0.0,0.0,0.0
of:0000000000000005_2_2024-08-05 14:12:43,of:0000000000000005_2,2024-08-05 14:12:43,7968946.0,7959246.0,811635232.0,794183303.0,0.0,0.0,0.0,0.0
of:0000000000000005_3_2024-08-05 14:12:43,of:0000000000000005_3,2024-08-05 14:12:43,9372103.0,9386034.0,929223870.0,945996681.0,0.0,0.0,0.0,0.0
of:0000000000000005_4_2024-08-05 14:12:43,of:0000000000000005_4,2024-08-05 14:12:43,3714299.0,3716433.0,392290402.0,391507750.0,0.0,0.0,0.0,0.0
of:0000000000000027_1_2024-08-05 14:12:43,of:0000000000000027_1,2024-08-05 14:12:43,3716013.0,3726816.0,391492671.0,411189830.0,0.0,0.0,0.0,0.0
of:0000000000000027_2_2024-08-05 14:12:43,of:0000000000000027_2,2024-08-05 14:12:43,1415344.0,2301292.0,134288432.0,258131216.0,0.0,0.0,0.0,0.0
of:0000000000000027_3_2024-08-05 14:12:43,of:0000000000000027_3,2024-08-05 14:12:43,1427947.0,2301185.0,153179684.0,258120633.0,0.0,0.0,0.0,0.0
of:0000000000000006_1_2024-08-05 14:12:43,of:0000000000000006_1,2024-08-05 14:12:43,13645546.0,13661874.0,1369059246.0,1395967782.0,0.0,0.0,0.0,0.0
of:0000000000000006_2_2024-08-05 14:12:43,of:0000000000000006_2,2024-08-05 14:12:43,3713943.0,3727898.0,392283325.0,409054462.0,0.0,0.0,0.0,0.0
of:0000000000000006_3_2024-08-05 14:12:43,of:0000000000000006_3,2024-08-05 14:12:43,3758169.0,3716648.0,457145798.0,391551223.0,0.0,0.0,0.0,0.0
of:0000000000000006_4_2024-08-05 14:12:43,of:0000000000000006_4,2024-08-05 14:12:43,7958545.0,7974381.0,794986395.0,814472077.0,0.0,0.0,0.0,0.0
of:0000000000000028_1_2024-08-05 14:12:43,of:0000000000000028_1,2024-08-05 14:12:43,7880066.0,7878170.0,790770600.0,791568372.0,0.0,0.0,0.0,0.0
of:0000000000000028_2_2024-08-05 14:12:43,of:0000000000000028_2,2024-08-05 14:12:43,1415221.0,2301163.0,134282398.0,258124734.0,0.0,0.0,0.0,0.0
of:0000000000000028_3_2024-08-05 14:12:43,of:0000000000000028_3,2024-08-05 14:12:43,5579426.0,6465367.0,533564344.0,657405126.0,0.0,0.0,0.0,0.0
of:0000000000000009_1_2024-08-05 14:12:43,of:0000000000000009_1,2024-08-05 14:12:43,7959244.0,7968946.0,794183025.0,811635232.0,0.0,0.0,0.0,0.0
of:0000000000000009_2_2024-08-05 14:12:43,of:0000000000000009_2,2024-08-05 14:12:43,1427112.0,2300980.0,151841880.0,257229167.0,0.0,0.0,0.0,0.0
of:0000000000000009_3_2024-08-05 14:12:43,of:0000000000000009_3,2024-08-05 14:12:43,5658325.0,6544016.0,536957258.0,659897776.0,0.0,0.0,0.0,0.0
of:000000000000000c_1_2024-08-05 14:13:43,of:000000000000000c_1,2024-08-05 14:13:43,3728062.0,3714107.0,409071588.0,392300489.0,0.0,0.0,0.0,0.0
of:000000000000000c_2_2024-08-05 14:13:43,of:000000000000000c_2,2024-08-05 14:13:43,1415159.0,2301348.0,134277470.0,258138580.0,0.0,0.0,0.0,0.0
of:000000000000000c_3_2024-08-05 14:13:43,of:000000000000000c_3,2024-08-05 14:13:43,1415386.0,2313396.0,134295999.0,275710732.0,0.0,0.0,0.0,0.0
of:000000000000000d_1_2024-08-05 14:13:43,of:000000000000000d_1,2024-08-05 14:13:43,3716809.0,3758330.0,391568223.0,457162836.0,0.0,0.0,0.0,0.0
of:000000000000000d_2_2024-08-05 14:13:43,of:000000000000000d_2,2024-08-05 14:13:43,1447508.0,2301858.0,181578828.0,258180468.0,0.0,0.0,0.0,0.0
of:000000000000000d_3_2024-08-05 14:13:43,of:000000000000000d_3,2024-08-05 14:13:43,1427253.0,2301620.0,151856722.0,258164793.0,0.0,0.0,0.0,0.0
of:000000000000000a_1_2024-08-05 14:13:43,of:000000000000000a_1,2024-08-05 14:13:43,9386443.0,9372512.0,946037369.0,929264596.0,0.0,0.0,0.0,0.0
of:000000000000000a_2_2024-08-05 14:13:43,of:000000000000000a_2,2024-08-05 14:13:43,1415647.0,2301860.0,134298694.0,258162072.0,0.0,0.0,0.0,0.0
of:000000000000000a_3_2024-08-05 14:13:43,of:000000000000000a_3,2024-08-05 14:13:43,7073297.0,7971256.0,671238686.0,812652753.0,0.0,0.0,0.0,0.0
of:000000000000000b_1_2024-08-05 14:13:43,of:000000000000000b_1,2024-08-05 14:13:43,3716594.0,3714460.0,391524806.0,392307496.0,0.0,0.0,0.0,0.0
of:000000000000000b_2_2024-08-05 14:13:43,of:000000000000000b_2,2024-08-05 14:13:43,1415196.0,2301359.0,134279528.0,258138202.0,0.0,0.0,0.0,0.0
of:000000000000000b_3_2024-08-05 14:13:43,of:000000000000000b_3,2024-08-05 14:13:43,1415704.0,2301912.0,134301144.0,258164172.0,0.0,0.0,0.0,0.0
of:000000000000000e_1_2024-08-05 14:13:43,of:000000000000000e_1,2024-08-05 14:13:43,7974731.0,7958895.0,814506983.0,795021339.0,0.0,0.0,0.0,0.0
of:000000000000000e_2_2024-08-05 14:13:43,of:000000000000000e_2,2024-08-05 14:13:43,7074923.0,7974731.0,671265719.0,815390251.0,0.0,0.0,0.0,0.0
of:000000000000000f_1_2024-08-05 14:13:43,of:000000000000000f_1,2024-08-05 14:13:43,9407137.0,9387115.0,975740071.0,949537859.0,0.0,0.0,0.0,0.0
of:000000000000000f_2_2024-08-05 14:13:43,of:000000000000000f_2,2024-08-05 14:13:43,7073109.0,7959054.0,671153754.0,795003384.0,0.0,0.0,0.0,0.0
of:000000000000000f_3_2024-08-05 14:13:43,of:000000000000000f_3,2024-08-05 14:13:43,1430440.0,2334687.0,154656917.0,305511639.0,0.0,0.0,0.0,0.0
of:0000000000000010_1_2024-08-05 14:13:43,of:0000000000000010_1,2024-08-05 14:13:43,10708240.0,10706337.0,1059173632.0,1059973278.0,0.0,0.0,0.0,0.0
of:0000000000000010_2_2024-08-05 14:13:43,of:0000000000000010_2,2024-08-05 14:13:43,9822365.0,10708241.0,936217658.0,1060056970.0,0.0,0.0,0.0,0.0
of:0000000000000011_1_2024-08-05 14:13:43,of:0000000000000011_1,2024-08-05 14:13:43,9371882.0,9369997.0,928267276.0,929064850.0,0.0,0.0,0.0,0.0
of:0000000000000011_2_2024-08-05 14:13:43,of:0000000000000011_2,2024-08-05 14:13:43,7071237.0,7957171.0,671058778.0,794904418.0,0.0,0.0,0.0,0.0
of:0000000000000011_3_2024-08-05 14:13:43,of:0000000000000011_3,2024-08-05 14:13:43,1415199.0,2301316.0,134279178.0,258137824.0,0.0,0.0,0.0,0.0
of:0000000000000014_1_2024-08-05 14:13:43,of:0000000000000014_1,2024-08-05 14:13:43,7972098.0,7957352.0,813119264.0,795006910.0,0.0,0.0,0.0,0.0
of:0000000000000014_2_2024-08-05 14:13:43,of:0000000000000014_2,2024-08-05 14:13:43,7073380.0,7972096.0,671251290.0,814002392.0,0.0,0.0,0.0,0.0
of:0000000000000015_1_2024-08-05 14:13:43,of:0000000000000015_1,2024-08-05 14:13:43,3717742.0,3715649.0,391600600.0,392385098.0,0.0,0.0,0.0,0.0
of:0000000000000015_2_2024-08-05 14:13:43,of:0000000000000015_2,2024-08-05 14:13:43,1416463.0,2302585.0,134363122.0,258219850.0,0.0,0.0,0.0,0.0
of:0000000000000015_3_2024-08-05 14:13:43,of:0000000000000015_3,2024-08-05 14:13:43,1415628.0,2301798.0,134295236.0,258154512.0,0.0,0.0,0.0,0.0
of:0000000000000012_1_2024-08-05 14:13:43,of:0000000000000012_1,2024-08-05 14:13:43,2314189.0,2299393.0,276159192.0,258043633.0,0.0,0.0,0.0,0.0
of:0000000000000012_2_2024-08-05 14:13:43,of:0000000000000012_2,2024-08-05 14:13:43,1415423.0,2314191.0,134288153.0,277042600.0,0.0,0.0,0.0,0.0
of:0000000000000013_1_2024-08-05 14:13:43,of:0000000000000013_1,2024-08-05 14:13:43,9377904.0,9387812.0,928683258.0,947031742.0,0.0,0.0,0.0,0.0
of:0000000000000013_2_2024-08-05 14:13:43,of:0000000000000013_2,2024-08-05 14:13:43,7089011.0,7963151.0,689024816.0,795319252.0,0.0,0.0,0.0,0.0
of:0000000000000013_3_2024-08-05 14:13:43,of:0000000000000013_3,2024-08-05 14:13:43,1415240.0,2301258.0,134279976.0,258128696.0,0.0,0.0,0.0,0.0
of:0000000000000018_1_2024-08-05 14:13:43,of:0000000000000018_1,2024-08-05 14:13:43,3717089.0,3714949.0,391552230.0,392333522.0,0.0,0.0,0.0,0.0
of:0000000000000018_2_2024-08-05 14:13:43,of:0000000000000018_2,2024-08-05 14:13:43,1415932.0,2301572.0,134322760.0,258145720.0,0.0,0.0,0.0,0.0
of:0000000000000018_3_2024-08-05 14:13:43,of:0000000000000018_3,2024-08-05 14:13:43,1415486.0,2301148.0,134287032.0,258111588.0,0.0,0.0,0.0,0.0
of:0000000000000019_1_2024-08-05 14:13:43,of:0000000000000019_1,2024-08-05 14:13:43,3729272.0,3727117.0,409137050.0,409916592.0,0.0,0.0,0.0,0.0
of:0000000000000019_2_2024-08-05 14:13:43,of:0000000000000019_2,2024-08-05 14:13:43,1427838.0,2301651.0,151887261.0,258156494.0,0.0,0.0,0.0,0.0
of:0000000000000019_3_2024-08-05 14:13:43,of:0000000000000019_3,2024-08-05 14:13:43,1415772.0,2313277.0,134306693.0,275686654.0,0.0,0.0,0.0,0.0
of:0000000000000016_1_2024-08-05 14:13:43,of:0000000000000016_1,2024-08-05 14:13:43,3717371.0,3715275.0,391583982.0,392367962.0,0.0,0.0,0.0,0.0
of:0000000000000016_2_2024-08-05 14:13:43,of:0000000000000016_2,2024-08-05 14:13:43,1416145.0,2302269.0,134348674.0,258205850.0,0.0,0.0,0.0,0.0
of:0000000000000016_3_2024-08-05 14:13:43,of:0000000000000016_3,2024-08-05 14:13:43,1415570.0,2301742.0,134292408.0,258151824.0,0.0,0.0,0.0,0.0
of:0000000000000017_1_2024-08-05 14:13:43,of:0000000000000017_1,2024-08-05 14:13:43,3717791.0,3715697.0,391599858.0,392386106.0,0.0,0.0,0.0,0.0
of:0000000000000017_2_2024-08-05 14:13:43,of:0000000000000017_2,2024-08-05 14:13:43,1416419.0,2302545.0,134360826.0,258216014.0,0.0,0.0,0.0,0.0
of:0000000000000017_3_2024-08-05 14:13:43,of:0000000000000017_3,2024-08-05 14:13:43,1415716.0,2301885.0,134298260.0,258157466.0,0.0,0.0,0.0,0.0
of:000000000000001a_1_2024-08-05 14:13:43,of:000000000000001a_1,2024-08-05 14:13:43,3716520.0,3714411.0,391529760.0,392311570.0,0.0,0.0,0.0,0.0
of:000000000000001a_2_2024-08-05 14:13:43,of:000000000000001a_2,2024-08-05 14:13:43,1415548.0,2301703.0,134305092.0,258165978.0,0.0,0.0,0.0,0.0
of:000000000000001a_3_2024-08-05 14:13:43,of:000000000000001a_3,2024-08-05 14:13:43,1415300.0,2301498.0,134279444.0,258141492.0,0.0,0.0,0.0,0.0
of:000000000000001d_1_2024-08-05 14:13:43,of:000000000000001d_1,2024-08-05 14:13:43,3716818.0,3714677.0,391540540.0,392321734.0,0.0,0.0,0.0,0.0
of:000000000000001d_2_2024-08-05 14:13:43,of:000000000000001d_2,2024-08-05 14:13:43,1415555.0,2301742.0,134305470.0,258166468.0,0.0,0.0,0.0,0.0
of:000000000000001d_3_2024-08-05 14:13:43,of:000000000000001d_3,2024-08-05 14:13:43,1415562.0,2301756.0,134289384.0,258151656.0,0.0,0.0,0.0,0.0
of:000000000000001e_1_2024-08-05 14:13:43,of:000000000000001e_1,2024-08-05 14:13:43,3728303.0,3727093.0,409095522.0,411227544.0,0.0,0.0,0.0,0.0
of:000000000000001e_2_2024-08-05 14:13:43,of:000000000000001e_2,2024-08-05 14:13:43,1427977.0,2301409.0,153203874.0,258160292.0,0.0,0.0,0.0,0.0
of:000000000000001e_3_2024-08-05 14:13:43,of:000000000000001e_3,2024-08-05 14:13:43,1415555.0,2313576.0,134296720.0,275712954.0,0.0,0.0,0.0,0.0
