device,timestamp,temperature
of:0000000000000001,2024-10-03 10:33:53,18
of:0000000000000002,2024-10-03 10:33:53,18
of:0000000000000003,2024-10-03 10:33:53,18
of:0000000000000004,2024-10-03 10:33:53,18
of:0000000000000005,2024-10-03 10:33:53,18
of:0000000000000006,2024-10-03 10:33:53,18
of:0000000000000007,2024-10-03 10:33:53,18
of:0000000000000008,2024-10-03 10:33:53,18
of:0000000000000009,2024-10-03 10:33:53,18
of:000000000000000a,2024-10-03 10:33:53,18
of:000000000000000b,2024-10-03 10:33:53,18
of:000000000000000c,2024-10-03 10:33:53,18
of:000000000000000d,2024-10-03 10:33:53,18
of:000000000000000e,2024-10-03 10:33:53,18
of:000000000000000f,2024-10-03 10:33:53,18
of:0000000000000010,2024-10-03 10:33:53,18
of:0000000000000011,2024-10-03 10:33:53,18
of:0000000000000012,2024-10-03 10:33:53,18
of:0000000000000013,2024-10-03 10:33:53,18
of:0000000000000014,2024-10-03 10:33:53,18
of:0000000000000015,2024-10-03 10:33:53,18
of:0000000000000016,2024-10-03 10:33:53,18
of:0000000000000017,2024-10-03 10:33:53,18
of:0000000000000018,2024-10-03 10:33:53,18
of:0000000000000019,2024-10-03 10:33:53,18
of:000000000000001a,2024-10-03 10:33:53,18
of:000000000000001b,2024-10-03 10:33:53,18
of:000000000000001c,2024-10-03 10:33:53,18
of:000000000000001d,2024-10-03 10:33:53,18
of:000000000000001e,2024-10-03 10:33:53,18
of:000000000000001f,2024-10-03 10:33:53,18
of:0000000000000020,2024-10-03 10:33:53,18
of:0000000000000021,2024-10-03 10:33:53,18
of:0000000000000022,2024-10-03 10:33:53,18
of:0000000000000023,2024-10-03 10:33:53,18
of:0000000000000024,2024-10-03 10:33:53,18
of:0000000000000025,2024-10-03 10:33:53,18
of:0000000000000026,2024-10-03 10:33:53,18
of:0000000000000027,2024-10-03 10:33:53,18
of:0000000000000028,2024-10-03 10:33:53,18
of:0000000000000001,2024-10-03 10:34:44,19.286883157894735
of:0000000000000002,2024-10-03 10:34:44,19.95333052631579
of:0000000000000003,2024-10-03 10:34:44,19.91072842105263
of:0000000000000004,2024-10-03 10:34:44,19.18513789473684
of:0000000000000005,2024-10-03 10:34:44,18.306635789473685
of:0000000000000006,2024-10-03 10:34:44,18.243703157894736
of:0000000000000007,2024-10-03 10:34:44,18.23808842105263
of:0000000000000008,2024-10-03 10:34:44,18.17672
of:0000000000000009,2024-10-03 10:34:44,18.625
of:000000000000000a,2024-10-03 10:34:44,18.625
of:000000000000000b,2024-10-03 10:34:44,18.625
of:000000000000000c,2024-10-03 10:34:44,18.625
of:000000000000000d,2024-10-03 10:34:44,18.625
of:000000000000000e,2024-10-03 10:34:44,18.625
of:000000000000000f,2024-10-03 10:34:44,18.625
of:0000000000000010,2024-10-03 10:34:44,18.625
of:0000000000000011,2024-10-03 10:34:44,18.625
of:0000000000000012,2024-10-03 10:34:44,18.625
of:0000000000000013,2024-10-03 10:34:44,18.625
of:0000000000000014,2024-10-03 10:34:44,18.625
of:0000000000000015,2024-10-03 10:34:44,18.625
of:0000000000000016,2024-10-03 10:34:44,18.625
of:0000000000000017,2024-10-03 10:34:44,18.625
of:0000000000000018,2024-10-03 10:34:44,18.625
of:0000000000000019,2024-10-03 10:34:44,18.625
of:000000000000001a,2024-10-03 10:34:44,18.625
of:000000000000001b,2024-10-03 10:34:44,18.625
of:000000000000001c,2024-10-03 10:34:44,18.625
of:000000000000001d,2024-10-03 10:34:44,18.625
of:000000000000001e,2024-10-03 10:34:44,18.625
of:000000000000001f,2024-10-03 10:34:44,18.625
of:0000000000000020,2024-10-03 10:34:44,18.625
of:0000000000000021,2024-10-03 10:34:44,18.625
of:0000000000000022,2024-10-03 10:34:44,18.625
of:0000000000000023,2024-10-03 10:34:44,18.625
of:0000000000000024,2024-10-03 10:34:44,18.625
of:0000000000000025,2024-10-03 10:34:44,18.625
of:0000000000000026,2024-10-03 10:34:44,18.625
of:0000000000000027,2024-10-03 10:34:44,18.625
of:0000000000000028,2024-10-03 10:34:44,18.625
of:0000000000000001,2024-10-03 10:35:36,20.57376631578947
of:0000000000000002,2024-10-03 10:35:36,21.906661052631577
of:0000000000000003,2024-10-03 10:35:36,21.821456842105263
of:0000000000000004,2024-10-03 10:35:36,20.37027578947368
of:0000000000000005,2024-10-03 10:35:36,18.61327157894737
of:0000000000000006,2024-10-03 10:35:36,18.48740631578947
of:0000000000000007,2024-10-03 10:35:36,18.47617684210526
of:0000000000000008,2024-10-03 10:35:36,18.35344
of:0000000000000009,2024-10-03 10:35:36,18.280026315789474
of:000000000000000a,2024-10-03 10:35:36,18.27580947368421
of:000000000000000b,2024-10-03 10:35:36,18.281175789473686
of:000000000000000c,2024-10-03 10:35:36,18.28160105263158
of:000000000000000d,2024-10-03 10:35:36,18.282104210526317
of:000000000000000e,2024-10-03 10:35:36,18.202927368421054
of:000000000000000f,2024-10-03 10:35:36,18.27707894736842
of:0000000000000010,2024-10-03 10:35:36,18.205417894736843
of:0000000000000011,2024-10-03 10:35:36,18.278024210526315
of:0000000000000012,2024-10-03 10:35:36,18.20579894736842
of:0000000000000013,2024-10-03 10:35:36,18.28173157894737
of:0000000000000014,2024-10-03 10:35:36,18.205356842105264
of:0000000000000015,2024-10-03 10:35:36,18.28138
of:0000000000000016,2024-10-03 10:35:36,18.284356842105264
of:0000000000000017,2024-10-03 10:35:36,18.28085157894737
of:0000000000000018,2024-10-03 10:35:36,18.28455052631579
of:0000000000000019,2024-10-03 10:35:36,18.27957157894737
of:000000000000001a,2024-10-03 10:35:36,18.280424210526316
of:000000000000001b,2024-10-03 10:35:36,18.28030842105263
of:000000000000001c,2024-10-03 10:35:36,18.28015894736842
of:000000000000001d,2024-10-03 10:35:36,18.278893684210527
of:000000000000001e,2024-10-03 10:35:36,18.281308421052632
of:000000000000001f,2024-10-03 10:35:36,18.279996842105263
of:0000000000000020,2024-10-03 10:35:36,18.2815
of:0000000000000021,2024-10-03 10:35:36,18.280146315789473
of:0000000000000022,2024-10-03 10:35:36,18.279466315789474
of:0000000000000023,2024-10-03 10:35:36,18.279201052631578
of:0000000000000024,2024-10-03 10:35:36,18.280615789473686
of:0000000000000025,2024-10-03 10:35:36,18.284213684210528
of:0000000000000026,2024-10-03 10:35:36,18.281057894736843
of:0000000000000027,2024-10-03 10:35:36,18.27705157894737
of:0000000000000028,2024-10-03 10:35:36,18.28058842105263
of:0000000000000001,2024-10-03 10:36:17,21.860649473684205
of:0000000000000002,2024-10-03 10:36:17,23.859991578947366
of:0000000000000003,2024-10-03 10:36:17,23.732185263157895
of:0000000000000004,2024-10-03 10:36:17,21.55541368421052
of:0000000000000005,2024-10-03 10:36:17,18.919907368421054
of:0000000000000006,2024-10-03 10:36:17,18.731109473684207
of:0000000000000007,2024-10-03 10:36:17,18.71426526315789
of:0000000000000008,2024-10-03 10:36:17,18.53016
of:0000000000000009,2024-10-03 10:36:17,18.625
of:000000000000000a,2024-10-03 10:36:17,18.625
of:000000000000000b,2024-10-03 10:36:17,18.625
of:000000000000000c,2024-10-03 10:36:17,18.625
of:000000000000000d,2024-10-03 10:36:17,18.625
of:000000000000000e,2024-10-03 10:36:17,18.625
of:000000000000000f,2024-10-03 10:36:17,18.625
of:0000000000000010,2024-10-03 10:36:17,18.625
of:0000000000000011,2024-10-03 10:36:17,18.625
of:0000000000000012,2024-10-03 10:36:17,18.625
of:0000000000000013,2024-10-03 10:36:17,18.625
of:0000000000000014,2024-10-03 10:36:17,18.625
of:0000000000000015,2024-10-03 10:36:17,18.625
of:0000000000000016,2024-10-03 10:36:17,18.625
of:0000000000000017,2024-10-03 10:36:17,18.625
of:0000000000000018,2024-10-03 10:36:17,18.625
of:0000000000000019,2024-10-03 10:36:17,18.625
of:000000000000001a,2024-10-03 10:36:17,18.625
of:000000000000001b,2024-10-03 10:36:17,18.625
of:000000000000001c,2024-10-03 10:36:17,18.625
of:000000000000001d,2024-10-03 10:36:17,18.625
of:000000000000001e,2024-10-03 10:36:17,18.625
of:000000000000001f,2024-10-03 10:36:17,18.625
of:0000000000000020,2024-10-03 10:36:17,18.625
of:0000000000000021,2024-10-03 10:36:17,18.625
of:0000000000000022,2024-10-03 10:36:17,18.625
of:0000000000000023,2024-10-03 10:36:17,18.625
of:0000000000000024,2024-10-03 10:36:17,18.625
of:0000000000000025,2024-10-03 10:36:17,18.625
of:0000000000000026,2024-10-03 10:36:17,18.625
of:0000000000000027,2024-10-03 10:36:17,18.625
of:0000000000000028,2024-10-03 10:36:17,18.625
of:0000000000000001,2024-10-03 10:37:08,23.14753263157894
of:0000000000000002,2024-10-03 10:37:08,25.813322105263154
of:0000000000000003,2024-10-03 10:37:08,25.642913684210527
of:0000000000000004,2024-10-03 10:37:08,22.74055157894736
of:0000000000000005,2024-10-03 10:37:08,19.22654315789474
of:0000000000000006,2024-10-03 10:37:08,18.974812631578942
of:0000000000000007,2024-10-03 10:37:08,18.95235368421052
of:0000000000000008,2024-10-03 10:37:08,18.706879999999998
of:0000000000000009,2024-10-03 10:37:08,18.280026315789474
of:000000000000000a,2024-10-03 10:37:08,18.27580947368421
of:000000000000000b,2024-10-03 10:37:08,18.281175789473686
of:000000000000000c,2024-10-03 10:37:08,18.28160105263158
of:000000000000000d,2024-10-03 10:37:08,18.282104210526317
of:000000000000000e,2024-10-03 10:37:08,18.202927368421054
of:000000000000000f,2024-10-03 10:37:08,18.27707894736842
of:0000000000000010,2024-10-03 10:37:08,18.205417894736843
of:0000000000000011,2024-10-03 10:37:08,18.278024210526315
of:0000000000000012,2024-10-03 10:37:08,18.20579894736842
of:0000000000000013,2024-10-03 10:37:08,18.28173157894737
of:0000000000000014,2024-10-03 10:37:08,18.205356842105264
of:0000000000000015,2024-10-03 10:37:08,18.28138
of:0000000000000016,2024-10-03 10:37:08,18.284356842105264
of:0000000000000017,2024-10-03 10:37:08,18.28085157894737
of:0000000000000018,2024-10-03 10:37:08,18.28455052631579
of:0000000000000019,2024-10-03 10:37:08,18.27957157894737
of:000000000000001a,2024-10-03 10:37:08,18.280424210526316
of:000000000000001b,2024-10-03 10:37:08,18.28030842105263
of:000000000000001c,2024-10-03 10:37:08,18.28015894736842
of:000000000000001d,2024-10-03 10:37:08,18.278893684210527
of:000000000000001e,2024-10-03 10:37:08,18.281308421052632
of:000000000000001f,2024-10-03 10:37:08,18.279996842105263
of:0000000000000020,2024-10-03 10:37:08,18.2815
of:0000000000000021,2024-10-03 10:37:08,18.280146315789473
of:0000000000000022,2024-10-03 10:37:08,18.279466315789474
of:0000000000000023,2024-10-03 10:37:08,18.279201052631578
of:0000000000000024,2024-10-03 10:37:08,18.280615789473686
of:0000000000000025,2024-10-03 10:37:08,18.284213684210528
of:0000000000000026,2024-10-03 10:37:08,18.281057894736843
of:0000000000000027,2024-10-03 10:37:08,18.27705157894737
of:0000000000000028,2024-10-03 10:37:08,18.28058842105263
of:0000000000000001,2024-10-03 10:37:49,24.434415789473675
of:0000000000000002,2024-10-03 10:37:49,25.766652631578943
of:0000000000000003,2024-10-03 10:37:49,25.553642105263158
of:0000000000000004,2024-10-03 10:37:49,23.9256894736842
of:0000000000000005,2024-10-03 10:37:49,19.533178947368423
of:0000000000000006,2024-10-03 10:37:49,19.218515789473678
of:0000000000000007,2024-10-03 10:37:49,19.190442105263152
of:0000000000000008,2024-10-03 10:37:49,18.883599999999998
of:0000000000000009,2024-10-03 10:37:49,18.625
of:000000000000000a,2024-10-03 10:37:49,18.625
of:000000000000000b,2024-10-03 10:37:49,18.625
of:000000000000000c,2024-10-03 10:37:49,18.625
of:000000000000000d,2024-10-03 10:37:49,18.625
of:000000000000000e,2024-10-03 10:37:49,18.625
of:000000000000000f,2024-10-03 10:37:49,18.625
of:0000000000000010,2024-10-03 10:37:49,18.625
